solver_name,run_id,reward_calculator_name,feature_constructor_used_features,acceptance_rate,avg_r2c_ratio,long_term_time_r2c_ratio,long_term_avg_time_revenue,success_count,early_rejection_count,place_failure_count,route_failure_count,total_cost,total_revenue,total_time_revenue,total_time_cost,long_term_r2c_ratio,total_simulation_time,long_term_avg_revenue,long_term_avg_cost,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,total_violation,total_max_single_step_violation,avg_reward,seed,p_net_dataset_dir,v_nets_dataset_dir,start_run_time,clock_running_time
pl_rank,Luisas-MacBook-Air.local-20251124T193321-5554,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.29,0.26276748047764636,0.8672101081289185,419.1280659949485,58,0,0,142,5495.0,4667.0,2036962.4007354497,2348868.378771984,0.8493175614194722,4860.0,0.9602880658436214,1.1306584362139918,8124,4262,3837,8,3271.0,-inf,0.0,1,dataset/p_net/32-tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[50-100]-max_bw_None-seed_1,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_1,20251124T193412,136.60549402236938
pl_rank,Luisas-MacBook-Air.local-20251124T193323-0595,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.225,0.20075934639923376,0.799026086260804,504.4612032691,45,0,0,155,4789.0,3911.0,2338177.6771522784,2926284.532328888,0.8166631864689914,4635.0,0.8437971952535059,1.0332254584681768,8085,4229,3849,9,2956.0,-inf,0.0,0,dataset/p_net/32-tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[50-100]-max_bw_None-seed_0,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_0,20251124T193414,134.69647407531738
rw_rank_bfs,Luisas-MacBook-Air.local-20251124T193456-4120,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.31,0.28700494425742606,0.836799521114212,732.329514344468,62,0,0,138,6704.0,5812.0,3549601.156027636,4241877.614008771,0.866945107398568,4847.0,1.1990922219929854,1.383123581596864,7959,4399,3486,12,300300.0,-inf,0.0,2,dataset/p_net/32-tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[50-100]-max_bw_None-seed_2,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_2,20251124T193534,77.41291880607605
rw_rank_bfs,Luisas-MacBook-Air.local-20251124T193513-5013,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.795,0.5804655750154627,0.6004435511266124,4136.794621601981,159,0,29,23,73148.0,43420.0,20051043.530904803,33393719.51498692,0.5935910756274949,4847.0,8.958118423767278,15.091396740251701,8233,1704,6485,21,42982.0,-inf,0.0,2,dataset/p_net/16-fat_tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[200-400]-max_bw_None-seed_2,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_2,20251124T193550,61.72191786766052
rw_rank_bfs,Luisas-MacBook-Air.local-20251124T193456-8680,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.38,0.3518462092166188,0.9048771934770271,515.8218137521579,76,0,0,124,8434.0,7432.0,2506894.0148354876,2770424.5757401027,0.881195162437752,4860.0,1.5292181069958848,1.7353909465020576,7807,4156,3614,10,274200.0,-inf,0.0,1,dataset/p_net/32-tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[50-100]-max_bw_None-seed_1,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_1,20251124T193535,77.28806781768799
rw_rank_bfs,Luisas-MacBook-Air.local-20251124T193512-6947,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.76,0.5635102473866924,0.621328001504037,3600.530288461308,152,0,43,13,67073.0,40428.0,16688457.887018163,26859336.528565794,0.6027462615359385,4635.0,8.72233009708738,14.470981661272923,7817,1590,6126,16,23228.0,-inf,0.0,0,dataset/p_net/16-fat_tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[200-400]-max_bw_None-seed_0,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_0,20251124T193550,65.68052005767822
rw_rank_bfs,Luisas-MacBook-Air.local-20251124T193530-0758,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.785,0.5934564700140864,0.5998867189120052,3591.553739123579,157,0,25,30,68792.0,41374.0,17454951.172140595,29097078.86815375,0.6014362135131992,4860.0,8.513168724279835,14.154732510288065,6913,1600,5313,17,65259.0,-inf,0.0,1,dataset/p_net/16-fat_tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[200-400]-max_bw_None-seed_1,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_1,20251124T193607,52.731078147888184
rw_rank_bfs,Luisas-MacBook-Air.local-20251124T193457-3284,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.315,0.2897933618795408,0.8591948942853656,687.1648512597874,63,0,0,137,6802.0,5940.0,3025586.840096844,3521420.8792678784,0.8732725668920905,4403.0,1.3490801726095845,1.5448557801498979,8576,4640,3936,9,261600.0,-inf,0.0,4,dataset/p_net/32-tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[50-100]-max_bw_None-seed_4,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_4,20251124T193540,81.82615113258362
rw_rank_bfs,Luisas-MacBook-Air.local-20251124T193503-8444,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.33,0.30349663553017836,0.8673660643913702,703.6032504655515,66,0,5,134,7801.0,6808.0,3261201.065907831,3759890.085388817,0.8727086270990898,4635.0,1.468824163969795,1.6830636461704422,7890,4120,3763,10,281435.0,-inf,0.0,0,dataset/p_net/32-tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[50-100]-max_bw_None-seed_0,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_0,20251124T193540,82.7283239364624
rw_rank_bfs,Luisas-MacBook-Air.local-20251124T193456-4766,fixed_intermediate_0.1,[_status_aggr_degree_moretopo],0.37,0.35237816317042026,0.9416608854459286,669.2181705333754,74,0,0,126,6962.0,6447.0,3128594.9472435303,3322422.111397318,0.926027003734559,4675.0,1.3790374331550803,1.489197860962567,8343,4296,4047,13,259500.0,-inf,0.0,3,dataset/p_net/32-tree_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[50-100]-max_bw_None-seed_3,dataset/v_nets/200-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50]-seed_3,20251124T193538,85.82809233665466
